#
#
# US Geological Survey
# retrieved: 2017-04-10 14:20:05 EDT
# URL: https://nwis.waterdata.usgs.gov/nwis/inventory
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in USA.
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#  dec_lat_va      -- Decimal latitude
#  dec_long_va     -- Decimal longitude
#  coord_acy_cd    -- Latitude-longitude accuracy
#  dec_coord_datum_cd -- Decimal Latitude-longitude datum
#
#
# query started 2017-04-10 14:20:05 EDT
#
# there are 1549 sites matching the search criteria.
#
#
agency_cd	site_no	station_nm	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd
USGS	06604700	Ocheyedan River near May City, IA	43.26997000	-95.44250620	F	NAD83
USGS	06604800	Stoney Creek near Fostoria, IA	43.23330238	-95.33361380	U	NAD83
USGS	06604900	Stoney Creek near Everly, IA	43.15608150	-95.24972110	U	NAD83
USGS	06605000	Ocheyedan River near Spencer, IA	43.12802620	-95.21083040	S	NAD83
USGS	06605100	Little Sioux River at Spencer, IA	43.13691346	-95.14443920	U	NAD83
USGS	06605200	Big Muddy Creek near Langdon, IA	43.19690986	-95.06999250	U	NAD83
USGS	06605300	Big Muddy Creek near Spencer, IA	43.14107885	-95.08749270	U	NAD83
USGS	06605340	Prairie Creek near Spencer, IA	43.08774889	-95.16138370	F	NAD83
USGS	06605395	Lost Island Outlet above Dickens, IA	43.12666667	-94.99722220	F	NAD83
USGS	06605400	Pickerel Run near Spencer, IA	43.19996360	-94.96693320	U	NAD83
USGS	06605500	Lost Island Outlet near Dickens, IA	43.11857857	-95.03304600	U	NAD83
USGS	06605600	Little Sioux River at Gillett Grove, IA	43.01830450	-95.04304580	F	NAD83
USGS	06605700	Willow Creek near Rossi, IA	42.98330799	-95.16693860	U	NAD83
USGS	06605750	Willow Creek near Cornell, IA	42.97250000	-95.16111110	1	NAD83
USGS	06605800	Willow Creek near Greenville, IA	42.98330766	-95.15027140	U	NAD83
USGS	06605850	Little Sioux River at Linn Grove, IA	42.89581088	-95.24333030	F	NAD83
USGS	06605868	Little Sioux River Tributary near Peterson, IA	42.92358870	-95.36555670	F	NAD83
USGS	06605890	Waterman Creek at Hartley, IA	43.18497296	-95.51223020	U	NAD83
USGS	06605900	Waterman Creek near Hartley, IA	43.08330766	-95.45028270	U	NAD83
USGS	06606000	Waterman Creek near Sutherland, IA	42.94997720	-95.41694740	U	NAD83
USGS	06606100	Little Sioux River near Sutherland, IA	42.93331090	-95.41694740	U	NAD83
USGS	06606200	Mill Creek near Paulina, IA	43.02609176	-95.71056650	U	NAD83
USGS	06606231	Willow Creek near Calumet, IA	42.96803370	-95.54917370	F	NAD83
USGS	06606300	Mill Creek near Cherokee, IA	42.78331580	-95.55028500	U	NAD83
USGS	06606400	Little Sioux River at Cherokee, IA	42.74998297	-95.53361800	U	NAD83
USGS	06606500	Pierson Creek near Correctionville, IA	42.48332217	-95.80028780	U	NAD83
USGS	06606600	Little Sioux River at Correctionville, IA	42.48222220	-95.79261110	S	NAD83
USGS	06606650	Big Creek near Anthon, IA	42.38972220	-95.83388890	F	NAD83
USGS	06606700	Little Sioux River near Kennebec, IA	42.08109990	-96.01417880	S	NAD83
USGS	06606790	Maple Creek near Alta, IA	42.74887000	-95.37139070	U	NAD83
USGS	06606800	Maple River near Aurelia, IA	42.71664935	-95.48361600	U	NAD83
USGS	0660683710	Halfway Creek at Schaller, IA	42.50498250	-95.28888560	F	NAD83
USGS	06606900	Maple River near Ida Grove, IA	42.36526446	-95.45777750	U	NAD83
USGS	06606980	Odebolt Creek near Odebolt, IA	42.32609567	-95.26416160	F	NAD83
USGS	06607000	Odebolt Creek near Arthur, IA	42.33609710	-95.38138660	U	NAD83
USGS	06607100	Odebolt Creek at Ida Grove, IA	42.34693146	-95.46777760	U	NAD83
USGS	06607153	Moorhead Creek at 220th St near Battle Creek, IA	42.38497220	-95.71122220	1	NAD83
USGS	06607155	Moorhead Creek at Union Ave near Battle Creek, IA	42.35547220	-95.68983330	1	NAD83
USGS	06607197	Simmons Creek at Mapleton, IA	42.17221170	-95.81417370	U	NAD83
USGS	06607200	Maple River at Mapleton, IA	42.15693380	-95.81000700	F	NAD83
USGS	06607300	Maple River at Turin, IA	42.01665480	-95.95028800	U	NAD83
USGS	06607400	Maple River near Turin, IA	42.01665476	-95.96695500	M	NAD83
USGS	06607500	Little Sioux River near Turin, IA	41.96443230	-95.97278840	F	NAD83
USGS	06607510	Little Sioux River near Blencoe, IA	41.89943230	-95.97778850	F	NAD83
USGS	06607513	Little Sioux River at River Sioux, IA	41.80998797	-96.05167920	U	NAD83
USGS	06608300	Soldier River near Ricketts, IA	42.19998880	-95.58361280	U	NAD83
USGS	06608350	Soldier River near Ute, IA	42.04998878	-95.71695000	U	NAD83
USGS	06608400	East Soldier River near Ute, IA	42.04998878	-95.70028300	U	NAD83
USGS	06608450	Jordan Creek at Moorhead, IA	41.91637710	-95.85945320	U	NAD83
USGS	06608500	Soldier River at Pisgah, IA	41.83054358	-95.93139890	F	NAD83
USGS	06608505	Soldier River near Mondamin, IA	41.75387687	-96.03723420	U	NAD83
USGS	06609200	Steer Creek near Magnolia, IA	41.75026579	-95.93417670	F	NAD83
USGS	06609220	Allen Creek near Loveland, IA	41.47721610	-95.91834460	F	NAD83
USGS	06609260	Boyer River near Early, IA	42.47442627	-95.18916060	F	NAD83
USGS	06609265	Boyer River near Wall Lake, IA	42.31165040	-95.13054770	F	NAD83
USGS	06609275	Boyer River at Brogan, IA	42.16776380	-95.23943890	F	NAD83
USGS	06609278	Boyer River near Boyer, IA	42.21081870	-95.19416000	F	NAD83
USGS	06609280	Boyer River at Deloit, IA	42.09443168	-95.31194100	F	NAD83
USGS	06609290	Otter Creek at Deloit, IA	42.09443179	-95.32555240	F	NAD83
USGS	06609295	Buffalo Creek near Denison, IA	42.04054347	-95.36305350	F	NAD83
USGS	06609300	East Boyer River at Vail, IA	42.05887550	-95.19860560	F	NAD83
USGS	06609345	East Boyer River above Denison, IA	42.00915460	-95.33471980	F	NAD83
USGS	06609350	East Boyer River at Denison, IA	42.01082140	-95.36555370	F	NAD83
USGS	06609400	Boyer River near Denison, IA	42.00193268	-95.38583190	F	NAD83
USGS	06609420	Paradise Creek at Dow City, IA	41.94443300	-95.49777890	F	NAD83
USGS	06609430	Boyer River near Dow City, IA	41.92387737	-95.52805750	F	NAD83
USGS	06609445	Mill Creek near Dunlap, IA	41.81998820	-95.59861500	F	NAD83
USGS	06609450	Boyer River near Dunlap, IA	41.81082159	-95.64028270	F	NAD83
USGS	06609460	Mud Creek near Woodbine, IA	41.77693270	-95.67111680	F	NAD83
USGS	06609470	Picayune Creek near Woodbine, IA	41.74721050	-95.68278380	F	NAD83
USGS	06609480	Boyer River at Woodbine, IA	41.73165528	-95.70222880	F	NAD83
USGS	06609482	Boyer River Tributary at Woodbine, IA	41.73276640	-95.72222920	F	NAD83
USGS	06609490	Sixmile Creek near Logan, IA	41.67748958	-95.72861850	F	NAD83
USGS	06609500	Boyer River at Logan, IA	41.64161110	-95.78222220	1	NAD83
USGS	06609550	Boyer River near Missouri Valley, IA	41.52332618	-95.89751060	1	NAD83
USGS	06609560	Willow Creek near Soldier, IA	41.92137740	-95.70167250	F	NAD83
USGS	06609580	Willow Creek near Woodbine, IA	41.80554400	-95.75361850	F	NAD83
USGS	06609590	Thompson Creek near Woodbine, IA	41.73526637	-95.80889730	F	NAD83
USGS	06609600	Willow Creek near Logan, IA	41.63165720	-95.89112110	F	NAD83
USGS	06609620	Willow Creek near Missouri Valley, IA	41.52443729	-95.90306630	F	NAD83
USGS	06609670	Boyer River near Loveland, IA	41.49916007	-95.90806650	F	NAD83
USGS	06609900	Pigeon Creek East of Loveland, IA	41.47721500	-95.70389680	F	NAD83
USGS	06609950	Pigeon Creek near Crescent, IA	41.32971909	-95.88890110	F	NAD83
USGS	06610500	Indian Creek at Council Bluffs, IA	41.29221969	-95.83334450	U	NAD83
USGS	06610502	Indian Creek at Sylvan Drive at Council Bluffs, IA	41.28500000	-95.83663890	1	NAD83
USGS	06610504	Indian Creek at US Hwy 275 at Council Bluffs, IA	41.21961110	-95.86838890	1	NAD83
USGS	0661050450	Indian Cr Lk Manawa Ft Brdge at Council Bluffs, IA	41.19722220	-95.87361110	S	NAD83
USGS	06610505	Missouri River near Council Bluffs, IA	41.18916667	-95.86250000	S	NAD83
USGS	06610510	Moser Creek near Earling, IA	41.77637659	-95.44888980	F	NAD83
USGS	06610520	Mosquito Creek near Earling, IA	41.75276540	-95.46583480	S	NAD83
USGS	06610550	Mosquito Creek Portsmouth, IA	41.64998910	-95.51694760	U	NAD83
USGS	06610581	Mosquito Creek Tributary near Neola, IA	41.50165827	-95.59583890	F	NAD83
USGS	06610600	Mosquito Creek at Neola, IA	41.44332610	-95.61195030	F	NAD83
USGS	06610645	Mosquito Cr at Yellow Pole Rd at Council Bluffs,IA	41.28827778	-95.79316670	1	NAD83
USGS	06610650	Mosquito Creek near Council Bluffs, IA	41.26916455	-95.80639950	U	NAD83
USGS	06610657	Little Pony Creek at Council Bluffs, IA	41.22878330	-95.81873330	S	NAD83
USGS	06610658	Mosquito Cr upstream of I-29 at Council Bluffs, IA	41.21797220	-95.82763890	1	NAD83
USGS	06610660	Pony Creek Trib No 1 near Council Bluffs, IA	41.24416480	-95.75556470	U	NAD83
USGS	06610663	Pony Creek Trib No 2 near Council Bluffs, IA	41.22749820	-95.74639750	U	NAD83
USGS	06610665	Pony Creek Trib No 3 near Council Bluffs, IA	41.21555396	-95.78000940	U	NAD83
USGS	06801940	Troublesome Creek East of Atlantic, IA	41.41971116	-94.94554170	F	NAD83
USGS	06805700	Keg Creek at Minden, IA	41.46582515	-95.53778200	U	NAD83
USGS	06805800	Keg Creek near Dumfries, IA	41.18888660	-95.68333970	U	NAD83
USGS	06805849	Keg Creek Tributary near Mineola, IA	41.13138749	-95.72556200	F	NAD83
USGS	06805850	Keg Creek at Epperson Avenue near Glenwood, IA	41.10211110	-95.71841670	1	NAD83
USGS	06805900	Keg Creek near Glenwood, IA	41.01555510	-95.76667240	U	NAD83
USGS	06806000	Waubonsie Creek near Bartlett, IA	40.88472240	-95.74611350	U	NAD83
USGS	06806200	Township Ditch Tributary near Thurman, IA	40.83972288	-95.80861440	F	NAD83
USGS	06807260	West Nishnabotna River near Manning, IA	41.87776407	-95.08526990	F	NAD83
USGS	06807278	Trib to WF West Nishnabotna River near Manilla, IA	41.91916667	-95.22611110	F	NAD83
USGS	06807280	West Fork West Nishnabotna River near Manilla, IA	41.87137626	-95.24749620	F	NAD83
USGS	06807300	West Fork West Nishnabotna River at Harlan, IA	41.66915488	-95.31138700	F	NAD83
USGS	06807320	West Nishnabotna River at Harlan, IA	41.64498849	-95.31305380	S	NAD83
USGS	06807340	West Nishnabotna River at Avoca, IA	41.47693497	-95.35277740	F	NAD83
USGS	06807360	East Branch West Nishnabotna River nr Red Line, IA	41.74220890	-95.09332540	F	NAD83
USGS	0680737930	Elm Creek near Jacksonville, IA	41.64554369	-95.20527310	F	NAD83
USGS	06807380	East Branch West Nishnabotna R nr Jacksonville, IA	41.64526599	-95.22860720	F	NAD83
USGS	06807390	East Branch West Nishnabotna River near Corley, IA	41.55637820	-95.28166440	F	NAD83
USGS	06807395	Ballard Creek at Avoca, IA	41.47665700	-95.32222100	F	NAD83
USGS	06807400	East Branch West Nishnabotna River at Avoca, IA	41.47637929	-95.32999900	F	NAD83
USGS	06807410	West Nishnabotna River at Hancock, IA	41.38999164	-95.37166660	F	NAD83
USGS	06807418	Graybill Creek near Carson, IA	41.23249355	-95.38111070	U	NAD83
USGS	06807420	Graybill Creek near Macedonia, IA	41.17832740	-95.38610970	F	NAD83
USGS	06807440	Farm Creek near Macedonia, IA	41.15999426	-95.38805380	F	NAD83
USGS	06807470	Indian Creek near Emerson, IA	41.03055080	-95.38110660	F	NAD83
USGS	06807480	Indian Creek near Hastings, IA	41.02971940	-95.49916500	F	NAD83
USGS	06807500	West Nishnabotna River at White Cloud, IA	40.98722007	-95.52805390	F	NAD83
USGS	06807550	West Nishnabotna River near Malvern, IA	40.95833166	-95.55638730	F	NAD83
USGS	06807600	Silver Creek near Avoca, IA	41.41860300	-95.44833530	F	NAD83
USGS	06807650	Silver Creek near Treynor, IA	41.17832989	-95.57639230	F	NAD83
USGS	06807720	Middle Silver Creek near Avoca, IA	41.47582450	-95.46861380	F	NAD83
USGS	06807760	Middle Silver Creek near Oakland, IA	41.32443880	-95.55555990	F	NAD83
USGS	06807780	Middle Silver Creek at Treynor, IA	41.24360757	-95.61500560	F	NAD83
USGS	06807800	Middle Silver Creek near Treynor, IA	41.17805239	-95.60028180	F	NAD83
USGS	06807900	Silver Creek near Malvern, IA	40.94888740	-95.57249860	F	NAD83
USGS	06808000	Mule Creek near Malvern, IA	40.94333208	-95.59527690	F	NAD83
USGS	06808200	Spring Valley Creek near Tabor, IA	40.90916570	-95.60360960	F	NAD83
USGS	06808495	Unnamed Trib to W Nishnabotna Riv nr Randolph, IA	40.87350000	-95.59458330	1	NAD83
USGS	06808500	West Nishnabotna River at Randolph, IA	40.87305470	-95.58027460	U	NAD83
USGS	06808600	Walnut Creek near Griswold, IA	41.28888005	-95.20916220	F	NAD83
USGS	06808700	Walnut Creek near Hawthorne, IA	40.95943996	-95.36165990	F	NAD83
USGS	06808800	Walnut Creek near Randolph, IA	40.79416634	-95.55721620	F	NAD83
USGS	06808820	West Nishnabotna River near Riverton, IA	40.68713960	-95.60049290	F	NAD83
USGS	06808850	East Nishnabotna River near Audubon, IA	41.77054170	-94.86026240	F	NAD83
USGS	06808880	Bluegrass Creek at Audubon, IA	41.71276436	-94.92970890	F	NAD83
USGS	06808900	East Nishnabotna River at Exira, IA	41.59109860	-94.89109580	F	NAD83
USGS	06809000	Davids Creek near Hamlin, IA	41.67359770	-94.80581560	F	NAD83
USGS	06809050	Davids Creek at Exira, IA	41.59109858	-94.88387330	F	NAD83
USGS	06809100	Troublesome Creek near Wiota, IA	41.50443230	-94.85137170	F	NAD83
USGS	06809150	Troublesome Creek near Atlantic, IA	41.41498920	-94.97443170	F	NAD83
USGS	06809200	East Nishnabotna River at Atlantic, IA	41.39998968	-95.03360060	U	NAD83
USGS	06809210	East Nishnabotna River near Atlantic, IA	41.34610120	-95.07693550	F	NAD83
USGS	06809250	Turkey Creek East of Atlantic, IA	41.38943316	-94.91581830	F	NAD83
USGS	06809300	Turkey Creek near Atlantic, IA	41.32415688	-95.07165770	F	NAD83
USGS	06809330	East Nishnabotna River near Lewis, IA	41.31749030	-95.08665820	F	NAD83
USGS	06809350	Indian Creek near Elkhorn, IA	41.54860000	-95.12693700	F	NAD83
USGS	06809400	Indian Creek near Lewis, IA	41.30749060	-95.12971520	F	NAD83
USGS	06809450	East Nishnabotna River near Griswold, IA	41.28860187	-95.13721540	F	NAD83
USGS	06809500	East Nishnabotna River at Red Oak, IA	41.00860430	-95.24165820	U	NAD83
USGS	06809750	East Nishnabotna River at Shenandoah, IA	40.78555280	-95.38471120	F	NAD83
USGS	06809775	Fisher Creek near Shenandoah, IA	40.74027778	-95.42222220	F	NAD83
USGS	06809800	East Nishnabotna River near Farragut, IA	40.74333280	-95.47971240	F	NAD83
USGS	06809900	East Nishnabotna River at Riverton, IA	40.69461110	-95.56258330	1	NAD83
USGS	06810000	Nishnabotna River above Hamburg, IA	40.60166667	-95.64500000	S	NAD83
USGS	06811760	Tarkio River near Elliott, IA	41.10165760	-95.10276700	F	NAD83
USGS	06811800	East Tarkio Creek near Stanton, IA	41.07999087	-95.09304400	F	NAD83
USGS	06811820	Tarkio River Tributary near Stanton, IA	41.04387987	-95.09887690	F	NAD83
USGS	06811840	Tarkio River at Stanton, IA	40.97999135	-95.11498710	S	NAD83
USGS	06811860	Tarkio River near Coburg, IA	40.89999198	-95.13359680	U	NAD83
USGS	06811875	Snake Creek near Yorktown, IA	40.74249256	-95.12970390	U	NAD83
USGS	06811880	East Tarkio Creek near Yorktown, IA	40.71666070	-95.20026050	U	NAD83
USGS	06811900	Tarkio River near Yorktown, IA	40.71666100	-95.21692750	U	NAD83
USGS	06812000	Tarkio River at Blanchard, IA	40.59582830	-95.22636930	S	NAD83
USGS	06812300	West Tarkio Creek near Coin, IA	40.68332955	-95.30026200	U	NAD83
USGS	06812400	West Tarkio Creek near Northboro, IA	40.58333125	-95.35026060	U	NAD83
USGS	06816290	West Nodaway River at Massena, IA	41.24554250	-94.75775500	F	NAD83
USGS	06816300	West Nodaway River near Cumberland, IA	41.19998826	-94.86692630	U	NAD83
USGS	06816350	Sevenmile Creek near Lyman, IA	41.24998990	-94.98359930	U	NAD83
USGS	06816400	Sevenmile Creek near Mortons Mill, IA	41.09998976	-95.00026390	U	NAD83
USGS	06816500	West Nodaway River at Villisca, IA	40.93083330	-94.99694440	S	NAD83
USGS	06816550	West Nodaway River near Villisca, IA	40.91665630	-95.00026020	U	NAD83
USGS	06816600	Middle Nodaway River near Bridgewater, IA	41.16665380	-94.65024950	U	NAD83
USGS	06816700	West Fork Middle Nodaway River near Fontanelle, IA	41.31665390	-94.65025120	U	NAD83
USGS	06816800	West Fork Middle Nodaway River nr Bridgewater, IA	41.18332049	-94.65024970	U	NAD83
USGS	06816900	Middle Nodaway River near Villisca, IA	40.91665610	-94.98359290	U	NAD83
USGS	06817000	Nodaway River at Clarinda, IA	40.74327778	-95.01419440	S	NAD83
USGS	06817050	East Nodaway River near Williamson, IA	41.09998768	-94.55024440	U	NAD83
USGS	06817100	East Nodaway River near Shambaugh, IA	40.63332405	-95.01692160	U	NAD83
USGS	06817200	Nodaway River near Braddyville, IA	40.61665740	-95.01692130	U	NAD83
USGS	06818598	Platte River near Stringtown, IA	40.97887710	-94.49440730	U	NAD83
USGS	06818600	Platte River near Kent, IA	40.94276618	-94.48774020	F	NAD83
USGS	06818650	East Platte River near Knowlton, IA	40.89915578	-94.43079350	F	NAD83
USGS	06818700	Platte River near Knowlton, IA	40.87082259	-94.42857120	F	NAD83
USGS	06818750	Platte River near Diagonal, IA	40.76915660	-94.40523680	F	NAD83
USGS	06819100	West Branch 102 River near Gravity, IA	40.82248730	-94.80025140	F	NAD83
USGS	06819110	Middle Branch 102 River near Gravity, IA	40.82776456	-94.73858270	F	NAD83
USGS	06819120	West Branch 102 River blw Middle Fk nr Gravity, IA	40.79943200	-94.81191820	F	NAD83
USGS	06819140	West Branch 102 River near New Market, IA	40.72721047	-94.84552930	F	NAD83
USGS	06819150	West Fork 102 River near New Market, IA	40.71415509	-94.85441830	F	NAD83
USGS	06819180	East Fork 102 River near Conway, IA	40.72665450	-94.65385620	F	NAD83
USGS	06819185	East Fork 102 River at Bedford, IA	40.66054330	-94.71663550	S	NAD83
USGS	06819190	East Fork 102 River near Bedford, IA	40.63359880	-94.74858080	F	NAD83
USGS	06819195	Middle Fork 102 River near Bedford, IA	40.59082204	-94.82302680	F	NAD83
USGS	06896100	Grand River at Knowlton, IA	40.83332380	-94.33356790	U	NAD83
USGS	06896150	Grand River near Blockton, IA	40.61665736	-94.41690340	U	NAD83
USGS	06896200	East Fork Grand River near Mount Ayr, IA	40.71666040	-94.16689730	U	NAD83
USGS	06896250	East Fork Grand River South of Mount Ayr, IA	40.58332700	-94.23356580	U	NAD83
USGS	06897770	Thompson River near Hebron, IA	41.23332256	-94.26690150	U	NAD83
USGS	06897780	Threemile Creek No 1 near Creston, IA	41.18332230	-94.33357010	U	NAD83
USGS	06897785	Threemile Creek No 2 near Creston, IA	41.14165590	-94.31134650	U	NAD83
USGS	06897790	Threemile Creek No 3 near Afton, IA	41.11943414	-94.26134430	U	NAD83
USGS	06897795	Threemile Creek No 4 near Afton, IA	41.06110160	-94.20300880	U	NAD83
USGS	06897800	Threemile Creek near Afton, IA	41.03332470	-94.13356250	U	NAD83
USGS	06897820	Thompson River near Afton, IA	41.03332506	-94.10022840	U	NAD83
USGS	06897858	Sevenmile Creek near Thayer, IA	41.02693729	-94.00105940	F	NAD83
USGS	06897880	Twelvemile Creek near Arispe, IA	40.93332597	-94.10022840	U	NAD83
USGS	06897900	Thompson River near Grand River, IA	40.86666208	-93.96689240	U	NAD83
USGS	06897937	Long Creek at 137th Street near Van Wert, IA	40.83813889	-93.85716670	1	NAD83
USGS	06897940	Long Creek near Van Wert, IA	40.82163889	-93.86477780	1	NAD83
USGS	06897950	Elk Creek near Decatur City, IA	40.72444235	-93.93828160	S	NAD83
USGS	06898000	Thompson River at Davis City, IA	40.64027956	-93.80827960	F	NAD83
USGS	06898300	Weldon River East of Leon, IA	40.75500347	-93.63494120	U	NAD83
USGS	06898400	Weldon River near Leon, IA	40.69583760	-93.63549750	U	NAD83
USGS	06898450	Weldon River near Pleasanton, IA	40.59445060	-93.60577600	U	NAD83
USGS	06898460	Little River No 1 near Leon, IA	40.82499996	-93.76688800	U	NAD83
USGS	06898465	Little River No 2 near Leon, IA	40.75000110	-93.77522220	U	NAD83
USGS	06898470	Little River near Leon, IA	40.66000280	-93.74994480	U	NAD83
USGS	06903200	Chariton River near Last Chance, IA	40.92750067	-93.55716000	F	NAD83
USGS	06903250	Chariton Creek near Last Chance, IA	40.93777815	-93.56160450	F	NAD83
USGS	06903290	Chariton River on Highway 65 near Derby, IA	40.96305600	-93.47104660	F	NAD83
USGS	06903300	Chariton River near Derby, IA	40.95305630	-93.46104650	F	NAD83
USGS	06903340	Chariton River at Chariton, IA	40.99083350	-93.30687610	F	NAD83
USGS	06903345	Fivemile Creek near Derby, IA	40.90833529	-93.38465640	F	NAD83
USGS	06903350	Wolf Creek near Chariton, IA	40.94139027	-93.26882020	F	NAD83
USGS	06903400	Chariton River near Chariton, IA	40.95189005	-93.25984770	S	NAD83
USGS	06903495	Honey Creek near Melrose, IA	40.94333696	-93.12520500	F	NAD83
USGS	06903500	Honey Creek near Russell, IA	40.92361506	-93.13214980	U	NAD83
USGS	06903520	Unnamed Tributary to Rathbun Lake near Plano, IA	40.85834070	-93.02436940	F	NAD83
USGS	06903550	S Fk Chariton River abv Ninemile Ck nr Cambria, IA	40.78556047	-93.40076900	F	NAD83
USGS	06903580	Ninemile Creek near Cambria, IA	40.81167094	-93.40938000	F	NAD83
USGS	06903600	South Fork Chariton River near Cambria, IA	40.81250426	-93.38465730	F	NAD83
USGS	06903650	South Fork Chariton River near Corydon, IA	40.81139317	-93.32243360	F	NAD83
USGS	06903680	Jackson Creek at Bridgeport, IA	40.75445067	-93.21326470	F	NAD83
USGS	06903690	Jordan Creek near Bethlehem, IA	40.81194920	-93.22187560	F	NAD83
USGS	06903700	South Fork Chariton River near Promise City, IA	40.80056114	-93.19243030	F	NAD83
USGS	06903750	Walker Branch near Confidence, IA	40.82667298	-93.12103910	F	NAD83
USGS	06903800	South Fork Chariton River at Griffinsville, IA	40.84139676	-93.01770260	F	NAD83
USGS	06903900	Chariton River near Rathbun, IA	40.82187224	-92.89125430	1	NAD83
USGS	06903970	Chariton River on Hwy 5 North of Centerville, IA	40.78834607	-92.85825340	F	NAD83
USGS	06903980	Chariton River near Udell, IA	40.78140230	-92.83686390	F	NAD83
USGS	06903990	Cooper Creek at Centerville, IA	40.75056919	-92.86019800	F	NAD83
USGS	06904000	Chariton River near Centerville, IA	40.73890427	-92.80158510	F	NAD83
USGS	06904010	Chariton River near Moulton, IA	40.69251740	-92.77241790	S	NAD83
USGS	06904040	Chariton River at Coal City, IA	40.59474390	-92.71519450	F	NAD83
USGS	06904150	Shoal Creek near Cincinnati, IA	40.62418340	-92.86575500	F	NAD83
USGS	403505094464601	067N34W29BCB            East Fk 102 Riv at Bedford	40.58471050	-94.77969220	U	NAD83
USGS	403514095393101	Missouri River Overflow at I-29 near Hamburg, IA	40.58722220	-95.65861110	S	NAD83
USGS	403534093362501	067N24W22BAAA           Weldon River at Woodland	40.59278397	-93.60716490	U	NAD83
USGS	403603095384301	067N42W22DCDA           Nishnabotna River	40.60083475	-95.64554830	U	NAD83
USGS	403749091173901	Mississippi River at Fort Madison, IA	40.63031905	-91.29431660	T	NAD83
USGS	403801091172401	067N04W02BD             Miss River at Ft Madison	40.63365237	-91.29014980	U	NAD83
USGS	403805091174201	Penitentiary Creek at Fort Madison, IA	40.63466667	-91.29488890	1	NAD83
USGS	403812091181201	Fork Creek at Fort Madison, IA	40.63658330	-91.30344440	1	NAD83
USGS	404001094423701	068N34W26DAC            East Fk 102 Riv at Bedford	40.66693220	-94.71052430	U	NAD83
USGS	404010095485602	MO.12.REGIONAL.PRE	40.66944589	-95.81583370	S	NAD83
USGS	404012094421601	068N34W25BC             Bedford Quarry	40.66998780	-94.70469080	U	NAD83
USGS	404337093580900	WEST ELK CR NR DECATUR CITY IA	40.72694165	-93.96939330	S	NAD83
USGS	404343093573900	LANDFILL CR NR DECATUR CITY IA	40.72860848	-93.96105980	S	NAD83
USGS	404348093564000	ELK CR AT HWY 2 NR DECATUR CITY IA	40.72999770	-93.94467050	S	NAD83
USGS	404448093090012	SF CHARITON R NW/PROMISE CITY, IA  RA-12	40.74667420	-93.15020730	M	NAD83
USGS	404501094002800	SOUTH FORK ELK CR NR DECATUR CITY IA	40.75027390	-94.00800500	S	NAD83
USGS	404504094002600	NORTH FORK WEST ELK CR NR DECATUR CITY	40.75110726	-94.00744950	S	NAD83
USGS	404611093590600	ELK CR IN SECT 17 NR DECATUR CITY IA	40.76971857	-93.98522670	S	NAD83
USGS	404723093585800	ELK CR IN SECT 8 NR DECATUR CITY IA	40.78971835	-93.98300430	S	NAD83
USGS	404927091052701	070N02W33AB         Mississippi Riv at Burlington	40.82420550	-91.09097830	U	NAD83
USGS	404932094005800	UPPER ELK CR NR DECATUR CITY IA	40.82555060	-94.01633820	S	NAD83
USGS	410025092242701	072N13W30CB             Des Moines Riv at Ottumwa	41.00695916	-92.40768500	U	NAD83
USGS	410100093183015	Chariton River 1.25 Mi S of Chariton, IA (RA-15)	41.01666636	-93.30854280	U	NAD83
USGS	410239095441601	072N43W13BAAC           Keg Creek Glenwd Town	41.04416596	-95.73806100	U	NAD83
USGS	410800091420001	HN-73/7W-0002 (HN-2)	41.13333330	-91.70000000	M	NAD83
USGS	411114095520501	074N44W23DCC            Missouri R at L Manawa	41.18722090	-95.86834470	U	NAD83
USGS	411413095193801	074N39W03CBCB       1993JOR-D-93	41.23693724	-95.32749840	F	NAD83
USGS	411507091065801	Louisa County Pump Station	41.25197419	-91.11625930	F	NAD83
USGS	411533095175901	075N39W35BAAB       1993JOR-X-93	41.25915890	-95.29999800	F	NAD83
USGS	411646095525701	075N44W22DAC            Missouri River at C Bluffs	41.27944235	-95.88279030	U	NAD83
USGS	411718095173701	075N39W23ABAA       1993JOR-U-93	41.28832520	-95.29388680	F	NAD83
USGS	411857091092601	Muscatine Slough Site 37	41.31586169	-91.15737270	F	NAD83
USGS	412120091080404	Muscatine Island 76-2-30CBA	41.35558370	-91.13459500	U	NAD83
USGS	412144092574600	076N18W29BBAD           Pella 2	41.36222009	-92.96297760	F	NAD83
USGS	412241091085401	Muscatine Slough Site 36	41.37808320	-91.14848470	F	NAD83
USGS	412335091075701	Muscatine Slough at Mittman Road	41.39308326	-91.13265130	5	NAD83
USGS	412457091153800	8700000000  Smith Run	41.41585890	-91.26071060	U	NAD83
USGS	412532091003501	Mississippi River at Dam 16 near Muscatine, IA	41.42558456	-91.00987090	F	NAD83
USGS	412542091020900	8600000000 Unnamed Cr SE Corner Independence +215	41.42836190	-91.03598270	U	NAD83
USGS	412644091124100	8500000000 Crane Creek	41.44558149	-91.21154320	U	NAD83
USGS	413123090332901	078N03E36ABA            Davenport Water	41.52308839	-90.55819150	U	NAD83
